Borough,"date_mday","ComplaintType",count
BROOKLYN,19,"DPR Internal",1
BROOKLYN,19,"Damaged Tree",6
BROOKLYN,19,"Dead Tree",4
BROOKLYN,19,"Derelict Bicycle",1
BROOKLYN,19,"Derelict Vehicle",12
BROOKLYN,19,"Derelict Vehicles",7
BROOKLYN,19,"Dirty Conditions",14
BROOKLYN,19,ELECTRIC,36
BROOKLYN,19,ELEVATOR,2
BROOKLYN,19,Elevator,13
BROOKLYN,19,"Emergency Response Team (ERT)",1
BROOKLYN,19,"FLOORING/STAIRS",35
BROOKLYN,19,"Food Establishment",4
BROOKLYN,19,"Food Poisoning",1
BROOKLYN,19,"For Hire Vehicle Complaint",3
BROOKLYN,19,GENERAL,37
BROOKLYN,19,"General Construction/Plumbing",29
BROOKLYN,19,Graffiti,22
BROOKLYN,19,"HEAT/HOT WATER",1053
BROOKLYN,19,"Hazardous Materials",4
BROOKLYN,19,"Highway Condition",1
BROOKLYN,19,"Homeless Encampment",3
BROOKLYN,19,"Homeless Person Assistance",2
BROOKLYN,19,"Illegal Fireworks",1
BROOKLYN,19,"Illegal Parking",90
BROOKLYN,19,"Indoor Air Quality",2
BROOKLYN,19,"Indoor Sewage",3
BROOKLYN,19,Lead,1
BROOKLYN,19,"Litter Basket / Request",2
BROOKLYN,19,"Maintenance or Facility",3
BROOKLYN,19,"Missed Collection (All Materials)",11
BROOKLYN,19,Mold,1
BROOKLYN,19,Noise,30
BROOKLYN,19,"Noise - Commercial",20
BROOKLYN,19,"Noise - Street/Sidewalk",4
BROOKLYN,19,"Noise - Vehicle",10
BROOKLYN,19,"Non-Residential Heat",8
BROOKLYN,19,"OUTSIDE BUILDING",1
BROOKLYN,19,"Other Enforcement",4
BROOKLYN,19,"Overflowing Litter Baskets",1
BROOKLYN,19,"Overgrown Tree/Branches",12
BROOKLYN,19,"PAINT/PLASTER",84
BROOKLYN,19,PLUMBING,100
BROOKLYN,19,Plumbing,2
BROOKLYN,19,"Recycling Enforcement",1
BROOKLYN,19,Rodent,21
BROOKLYN,19,"Root/Sewer/Sidewalk Condition",12
BROOKLYN,19,SAFETY,16
BROOKLYN,19,SCRIE,7
BROOKLYN,19,"Sanitation Condition",24
BROOKLYN,19,"Scaffold Safety",1
BROOKLYN,19,"School Maintenance",6
BROOKLYN,19,"Senior Center Complaint",1
BROOKLYN,19,Sewer,18
BROOKLYN,19,"Sidewalk Condition",5
BROOKLYN,19,Smoking,1
BROOKLYN,19,Snow,1
BROOKLYN,19,"Standing Water",1
BROOKLYN,19,"Street Condition",50
BROOKLYN,19,"Street Light Condition",118
BROOKLYN,19,"Street Sign - Damaged",1
BROOKLYN,19,"Street Sign - Dangling",1
BROOKLYN,19,"Street Sign - Missing",3
BROOKLYN,19,"Sweeping/Missed",5
BROOKLYN,19,"Taxi Complaint",6
BROOKLYN,19,Traffic,6
BROOKLYN,19,"Traffic Signal Condition",128
BROOKLYN,19,"Transportation Provider Complaint",1
BROOKLYN,19,"UNSANITARY CONDITION",102
BROOKLYN,19,"WATER LEAK",58
BROOKLYN,19,WLWP,1
BROOKLYN,19,WNW,2
BROOKLYN,19,"Water Conservation",1
BROOKLYN,19,"Water System",45
BROOKLYN,2,APPLIANCE,5
BROOKLYN,2,"Air Quality",1
BROOKLYN,2,"Animal Abuse",10
BROOKLYN,2,Asbestos,1
BROOKLYN,2,"BEST/Site Safety",2
BROOKLYN,2,"Blocked Driveway",72
BROOKLYN,2,Boilers,1
BROOKLYN,2,"Building/Use",12
BROOKLYN,2,"Consumer Complaint",2
BROOKLYN,2,"DOOR/WINDOW",51
BROOKLYN,2,"Damaged Tree",53
BROOKLYN,2,"Dead Tree",8
BROOKLYN,2,"Derelict Bicycle",1
BROOKLYN,2,"Derelict Vehicle",4
BROOKLYN,2,"Derelict Vehicles",16
BROOKLYN,2,"Dirty Conditions",14
BROOKLYN,2,ELECTRIC,15
BROOKLYN,2,ELEVATOR,1
BROOKLYN,2,Elevator,1
BROOKLYN,2,"Emergency Response Team (ERT)",1
BROOKLYN,2,"FLOORING/STAIRS",18
BROOKLYN,2,"Food Establishment",4
BROOKLYN,2,"Food Poisoning",1
BROOKLYN,2,"For Hire Vehicle Complaint",1
BROOKLYN,2,"For Hire Vehicle Report",1
BROOKLYN,2,"Found Property",1
BROOKLYN,2,GENERAL,20
BROOKLYN,2,"General Construction/Plumbing",18
BROOKLYN,2,Graffiti,2
BROOKLYN,2,"HEAT/HOT WATER",808
BROOKLYN,2,"Highway Condition",1
BROOKLYN,2,"Homeless Encampment",3
BROOKLYN,2,"Homeless Person Assistance",2
BROOKLYN,2,"Illegal Animal Kept as Pet",1
BROOKLYN,2,"Illegal Parking",50
BROOKLYN,2,"Illegal Tree Damage",1
BROOKLYN,2,"Indoor Air Quality",3
BROOKLYN,2,"Indoor Sewage",3
BROOKLYN,2,"Industrial Waste",1
BROOKLYN,2,"Maintenance or Facility",2
BROOKLYN,2,"Missed Collection (All Materials)",18
BROOKLYN,2,Mold,1
BROOKLYN,2,Noise,25
BROOKLYN,2,"Noise - Commercial",51
BROOKLYN,2,"Noise - House of Worship",2
BROOKLYN,2,"Noise - Street/Sidewalk",9
BROOKLYN,2,"Noise - Vehicle",7
BROOKLYN,2,"Non-Residential Heat",1
BROOKLYN,2,"Other Enforcement",7
BROOKLYN,2,"Overgrown Tree/Branches",9
BROOKLYN,2,"PAINT/PLASTER",39
BROOKLYN,2,PLUMBING,47
BROOKLYN,2,Rodent,13
BROOKLYN,2,"Root/Sewer/Sidewalk Condition",2
BROOKLYN,2,SAFETY,13
BROOKLYN,2,SCRIE,1
BROOKLYN,2,"Sanitation Condition",17
BROOKLYN,2,"School Maintenance",2
BROOKLYN,2,Sewer,12
BROOKLYN,2,"Sidewalk Condition",1
BROOKLYN,2,"Street Condition",44
BROOKLYN,2,"Street Light Condition",23
BROOKLYN,2,"Street Sign - Damaged",1
BROOKLYN,2,"Street Sign - Dangling",3
BROOKLYN,2,"Street Sign - Missing",2
BROOKLYN,2,"Taxi Complaint",9
BROOKLYN,2,"Taxi Report",1
BROOKLYN,2,Traffic,4
BROOKLYN,2,"Traffic Signal Condition",30
BROOKLYN,2,"UNSANITARY CONDITION",52
BROOKLYN,2,"Unleashed Dog",1
BROOKLYN,2,"Unsanitary Animal Pvt Property",3
BROOKLYN,2,"Vacant Lot",3
BROOKLYN,2,Vending,1
BROOKLYN,2,"WATER LEAK",28
BROOKLYN,2,WLWP,2
BROOKLYN,2,WNW,10
BROOKLYN,2,"Water Quality",1
BROOKLYN,2,"Water System",22
BROOKLYN,20,APPLIANCE,12
BROOKLYN,20,"Air Quality",3
BROOKLYN,20,"Animal Abuse",16
BROOKLYN,20,Asbestos,4
BROOKLYN,20,"Blocked Driveway",83
BROOKLYN,20,Boilers,7
BROOKLYN,20,"Bridge Condition",1
BROOKLYN,20,"Broken Muni Meter",15
BROOKLYN,20,"Building/Use",27
BROOKLYN,20,"Bus Stop Shelter Placement",1
BROOKLYN,20,Construction,1
BROOKLYN,20,"Consumer Complaint",13
BROOKLYN,20,"Cranes and Derricks",1
BROOKLYN,20,"Curb Condition",2
BROOKLYN,20,"DOF Property - Reduction Issue",3
BROOKLYN,20,"DOOR/WINDOW",47
BROOKLYN,20,"DPR Internal",1
BROOKLYN,20,"Damaged Tree",14
BROOKLYN,20,"Dead Tree",6
BROOKLYN,20,"Derelict Bicycle",1
BROOKLYN,20,"Derelict Vehicle",12
BROOKLYN,20,"Derelict Vehicles",25
BROOKLYN,20,"Dirty Conditions",30
BROOKLYN,20,ELECTRIC,40
BROOKLYN,20,ELEVATOR,1
BROOKLYN,20,Electrical,5
BROOKLYN,20,Elevator,7
BROOKLYN,20,"Emergency Response Team (ERT)",1
BROOKLYN,20,"FLOORING/STAIRS",30
BROOKLYN,20,"Fire Alarm - Reinspection",1
BROOKLYN,20,"Fire Safety Director - F58",2
BROOKLYN,20,"Food Establishment",6
BROOKLYN,20,"Food Poisoning",2
BROOKLYN,20,"For Hire Vehicle Complaint",2
BROOKLYN,20,GENERAL,35
BROOKLYN,20,"General Construction/Plumbing",29
BROOKLYN,20,Graffiti,17
BROOKLYN,20,"HEAT/HOT WATER",519
BROOKLYN,20,"Hazardous Materials",2
BROOKLYN,20,"Highway Condition",1
BROOKLYN,20,"Homeless Encampment",2
BROOKLYN,20,"Illegal Animal Kept as Pet",1
BROOKLYN,20,"Illegal Parking",99
BROOKLYN,20,"Illegal Tree Damage",1
BROOKLYN,20,"Indoor Air Quality",10
BROOKLYN,20,"Indoor Sewage",1
BROOKLYN,20,Lead,2
BROOKLYN,20,"Litter Basket / Request",1
BROOKLYN,20,"Maintenance or Facility",3
BROOKLYN,20,"Missed Collection (All Materials)",23
BROOKLYN,20,Noise,14
BROOKLYN,20,"Noise - Commercial",22
BROOKLYN,20,"Noise - Helicopter",2
BROOKLYN,20,"Noise - Street/Sidewalk",16
BROOKLYN,20,"Noise - Vehicle",11
BROOKLYN,20,"Non-Residential Heat",5
BROOKLYN,20,"OUTSIDE BUILDING",3
BROOKLYN,20,"Other Enforcement",2
BROOKLYN,20,"Overgrown Tree/Branches",4
BROOKLYN,20,"PAINT/PLASTER",85
BROOKLYN,20,PLUMBING,72
BROOKLYN,20,Plumbing,3
BROOKLYN,20,Rodent,2
BROOKLYN,20,"Root/Sewer/Sidewalk Condition",5
BROOKLYN,20,SAFETY,9
BROOKLYN,20,SCRIE,10
BROOKLYN,20,"Sanitation Condition",18
BROOKLYN,20,"School Maintenance",1
BROOKLYN,20,"Senior Center Complaint",1
BROOKLYN,20,Sewer,26
BROOKLYN,20,"Sidewalk Condition",1
BROOKLYN,20,Smoking,2
BROOKLYN,20,"Special Projects Inspection Team (SPIT)",5
BROOKLYN,20,"Street Condition",79
BROOKLYN,20,"Street Light Condition",114
BROOKLYN,20,"Street Sign - Damaged",2
BROOKLYN,20,"Street Sign - Dangling",1
BROOKLYN,20,"Street Sign - Missing",4
BROOKLYN,20,"Sweeping/Inadequate",1
BROOKLYN,20,"Sweeping/Missed",19
BROOKLYN,20,"Taxi Complaint",10
BROOKLYN,20,"Taxi Report",1
BROOKLYN,20,Traffic,6
BROOKLYN,20,"Traffic Signal Condition",74
BROOKLYN,20,"UNSANITARY CONDITION",86
BROOKLYN,20,"Vacant Lot",1
BROOKLYN,20,Vending,1
BROOKLYN,20,"WATER LEAK",46
BROOKLYN,20,WLWP,1
BROOKLYN,20,"Water Conservation",2
BROOKLYN,20,"Water System",27
BROOKLYN,21,APPLIANCE,22
BROOKLYN,21,"Air Quality",4
BROOKLYN,21,"Animal Abuse",5
BROOKLYN,21,Asbestos,2
BROOKLYN,21,"BEST/Site Safety",1
BROOKLYN,21,"Blocked Driveway",106
BROOKLYN,21,Boilers,1
BROOKLYN,21,"Broken Muni Meter",11
BROOKLYN,21,"Building/Use",22
BROOKLYN,21,"Consumer Complaint",17
BROOKLYN,21,"Curb Condition",1
BROOKLYN,21,"DOF Property - Reduction Issue",3
BROOKLYN,21,"DOOR/WINDOW",54
BROOKLYN,21,"Damaged Tree",11
BROOKLYN,21,"Dead Tree",2
BROOKLYN,21,"Derelict Bicycle",3
BROOKLYN,21,"Derelict Vehicle",15
BROOKLYN,21,"Derelict Vehicles",21
BROOKLYN,21,"Dirty Conditions",43
BROOKLYN,21,ELECTRIC,28
BROOKLYN,21,Electrical,2
BROOKLYN,21,Elevator,3
BROOKLYN,21,"FLOORING/STAIRS",29
BROOKLYN,21,"Fire Alarm - Reinspection",2
BROOKLYN,21,"Food Establishment",1
BROOKLYN,21,"Food Poisoning",3
BROOKLYN,21,"For Hire Vehicle Complaint",1
BROOKLYN,21,"Found Property",1
BROOKLYN,21,GENERAL,20
BROOKLYN,21,"General Construction/Plumbing",18
BROOKLYN,21,Graffiti,19
BROOKLYN,21,"HEAT/HOT WATER",582
BROOKLYN,21,"Hazardous Materials",4
BROOKLYN,21,"Homeless Person Assistance",1
BROOKLYN,21,"Illegal Parking",84
BROOKLYN,21,"Illegal Tree Damage",1
BROOKLYN,21,"Indoor Air Quality",5
BROOKLYN,21,"Indoor Sewage",1
BROOKLYN,21,"Litter Basket / Request",4
BROOKLYN,21,"Maintenance or Facility",6
BROOKLYN,21,"Missed Collection (All Materials)",28
BROOKLYN,21,Mold,1
BROOKLYN,21,"Municipal Parking Facility",1
BROOKLYN,21,Noise,21
BROOKLYN,21,"Noise - Commercial",33
BROOKLYN,21,"Noise - Park",1
BROOKLYN,21,"Noise - Street/Sidewalk",9
BROOKLYN,21,"Noise - Vehicle",13
BROOKLYN,21,"Non-Residential Heat",4
BROOKLYN,21,"Overgrown Tree/Branches",6
BROOKLYN,21,"PAINT/PLASTER",71
BROOKLYN,21,PLUMBING,49
BROOKLYN,21,Plumbing,1
BROOKLYN,21,"Recycling Enforcement",1
BROOKLYN,21,Rodent,15
BROOKLYN,21,"Root/Sewer/Sidewalk Condition",8
BROOKLYN,21,SAFETY,10
BROOKLYN,21,SCRIE,9
BROOKLYN,21,"Sanitation Condition",18
BROOKLYN,21,Sewer,19
BROOKLYN,21,"Sidewalk Condition",2
BROOKLYN,21,Smoking,1
BROOKLYN,21,Snow,1
BROOKLYN,21,"Special Enforcement",7
BROOKLYN,21,"Special Projects Inspection Team (SPIT)",3
BROOKLYN,21,"Street Condition",37
BROOKLYN,21,"Street Light Condition",126
BROOKLYN,21,"Street Sign - Damaged",5
BROOKLYN,21,"Street Sign - Dangling",2
BROOKLYN,21,"Street Sign - Missing",6
BROOKLYN,21,"Sweeping/Inadequate",2
BROOKLYN,21,"Sweeping/Missed",8
BROOKLYN,21,"Taxi Complaint",4
BROOKLYN,21,Traffic,2
BROOKLYN,21,"Traffic Signal Condition",60
BROOKLYN,21,"UNSANITARY CONDITION",80
BROOKLYN,21,"Unsanitary Animal Pvt Property",4
BROOKLYN,21,"Vacant Lot",1
BROOKLYN,21,Vending,1
BROOKLYN,21,"WATER LEAK",29
BROOKLYN,21,WLWP,1
BROOKLYN,21,"Water Conservation",3
BROOKLYN,21,"Water Quality",1
BROOKLYN,21,"Water System",32
BROOKLYN,3,APPLIANCE,21
BROOKLYN,3,"Air Quality",4
BROOKLYN,3,"Animal Abuse",8
BROOKLYN,3,"Animal in a Park",1
BROOKLYN,3,Asbestos,2
BROOKLYN,3,"BEST/Site Safety",1
BROOKLYN,3,"Blocked Driveway",112
BROOKLYN,3,Boilers,4
BROOKLYN,3,"Broken Muni Meter",24
BROOKLYN,3,"Broken Parking Meter",1
BROOKLYN,3,"Building/Use",29
BROOKLYN,3,"Consumer Complaint",23
BROOKLYN,3,"Curb Condition",5
BROOKLYN,3,"DOF Property - Reduction Issue",2
BROOKLYN,3,"DOOR/WINDOW",68
BROOKLYN,3,"DPR Internal",1
BROOKLYN,3,"Damaged Tree",47
BROOKLYN,3,"Dead Tree",9
BROOKLYN,3,"Derelict Bicycle",1
BROOKLYN,3,"Derelict Vehicle",17
BROOKLYN,3,"Derelict Vehicles",14
BROOKLYN,3,"Dirty Conditions",33
BROOKLYN,3,Drinking,1
BROOKLYN,3,"EAP Inspection - F59",1
BROOKLYN,3,ELECTRIC,36
BROOKLYN,3,ELEVATOR,1
BROOKLYN,3,Electrical,8
BROOKLYN,3,Elevator,5
BROOKLYN,3,"FLOORING/STAIRS",35
BROOKLYN,3,"Fire Safety Director - F58",1
BROOKLYN,3,"Food Establishment",6
BROOKLYN,3,"Food Poisoning",2
BROOKLYN,3,"For Hire Vehicle Complaint",2
BROOKLYN,3,GENERAL,36
BROOKLYN,3,"General Construction/Plumbing",33
BROOKLYN,3,Graffiti,13
BROOKLYN,3,"HEAT/HOT WATER",586
BROOKLYN,3,"Hazardous Materials",1
BROOKLYN,3,"Highway Condition",3
BROOKLYN,3,"Homeless Encampment",2
BROOKLYN,3,"Homeless Person Assistance",2
BROOKLYN,3,IGR,3
BROOKLYN,3,"Illegal Parking",76
BROOKLYN,3,"Illegal Tree Damage",4
BROOKLYN,3,"Indoor Air Quality",6
BROOKLYN,3,"Indoor Sewage",1
BROOKLYN,3,"Industrial Waste",2
BROOKLYN,3,Lead,2
BROOKLYN,3,"Litter Basket / Request",6
BROOKLYN,3,"Maintenance or Facility",3
BROOKLYN,3,"Missed Collection (All Materials)",8
BROOKLYN,3,Noise,39
BROOKLYN,3,"Noise - Commercial",25
BROOKLYN,3,"Noise - House of Worship",1
BROOKLYN,3,"Noise - Park",1
BROOKLYN,3,"Noise - Street/Sidewalk",5
BROOKLYN,3,"Noise - Vehicle",7
BROOKLYN,3,"Non-Residential Heat",7
BROOKLYN,3,"OUTSIDE BUILDING",1
BROOKLYN,3,"Other Enforcement",11
BROOKLYN,3,"Overgrown Tree/Branches",20
BROOKLYN,3,"PAINT/PLASTER",72
BROOKLYN,3,PLUMBING,104
BROOKLYN,3,Plumbing,4
BROOKLYN,3,"Posting Advertisement",1
BROOKLYN,3,"Recycling Enforcement",2
BROOKLYN,3,Rodent,26
BROOKLYN,3,"Root/Sewer/Sidewalk Condition",8
BROOKLYN,3,SAFETY,14
BROOKLYN,3,SCRIE,14
BROOKLYN,3,"Sanitation Condition",42
BROOKLYN,3,Sewer,12
BROOKLYN,3,"Sidewalk Condition",2
BROOKLYN,3,Smoking,1
BROOKLYN,3,"Special Enforcement",6
BROOKLYN,3,"Special Projects Inspection Team (SPIT)",2
BROOKLYN,3,"Standing Water",1
BROOKLYN,3,"Street Condition",53
BROOKLYN,3,"Street Light Condition",94
BROOKLYN,3,"Street Sign - Damaged",4
BROOKLYN,3,"Street Sign - Dangling",1
BROOKLYN,3,"Street Sign - Missing",3
BROOKLYN,3,"Sweeping/Inadequate",5
BROOKLYN,3,"Sweeping/Missed",10
BROOKLYN,3,"Taxi Complaint",5
BROOKLYN,3,Traffic,2
BROOKLYN,3,"Traffic Signal Condition",51
BROOKLYN,3,"UNSANITARY CONDITION",111
BROOKLYN,3,"Unleashed Dog",2
BROOKLYN,3,"Vacant Lot",1
BROOKLYN,3,"WATER LEAK",54
BROOKLYN,3,WLWP,1
BROOKLYN,3,WNW,3
BROOKLYN,3,"Water Conservation",3
BROOKLYN,3,"Water System",25
BROOKLYN,4,APPLIANCE,8
BROOKLYN,4,"Air Quality",3
BROOKLYN,4,"Animal Abuse",4
BROOKLYN,4,Asbestos,2
BROOKLYN,4,"Blocked Driveway",96
BROOKLYN,4,Boilers,3
BROOKLYN,4,"Broken Muni Meter",25
BROOKLYN,4,"Broken Parking Meter",3
BROOKLYN,4,"Building/Use",16
BROOKLYN,4,"Consumer Complaint",17
BROOKLYN,4,"Cranes and Derricks",1
BROOKLYN,4,"Curb Condition",2
BROOKLYN,4,"DOOR/WINDOW",35
BROOKLYN,4,"Damaged Tree",22
BROOKLYN,4,"Dead Tree",5
BROOKLYN,4,"Derelict Bicycle",3
BROOKLYN,4,"Derelict Vehicle",14
BROOKLYN,4,"Derelict Vehicles",18
BROOKLYN,4,"Dirty Conditions",20
BROOKLYN,4,"EAP Inspection - F59",2
BROOKLYN,4,ELECTRIC,31
BROOKLYN,4,Electrical,2
BROOKLYN,4,Elevator,10
BROOKLYN,4,"FLOORING/STAIRS",18
BROOKLYN,4,"Fire Safety Director - F58",1
BROOKLYN,4,"Food Establishment",9
BROOKLYN,4,"Food Poisoning",10
BROOKLYN,4,"For Hire Vehicle Complaint",2
BROOKLYN,4,"For Hire Vehicle Report",1
BROOKLYN,4,GENERAL,18
BROOKLYN,4,"General Construction/Plumbing",32
BROOKLYN,4,Graffiti,7
BROOKLYN,4,"HEAT/HOT WATER",198
BROOKLYN,4,"Hazardous Materials",8
BROOKLYN,4,"Highway Condition",2
BROOKLYN,4,"Homeless Encampment",1
BROOKLYN,4,"Homeless Person Assistance",5
BROOKLYN,4,"Illegal Animal Kept as Pet",1
BROOKLYN,4,"Illegal Parking",67
BROOKLYN,4,"Indoor Sewage",1
BROOKLYN,4,"Industrial Waste",1
BROOKLYN,4,Lead,2
BROOKLYN,4,"Litter Basket / Request",4
BROOKLYN,4,"Maintenance or Facility",3
BROOKLYN,4,"Missed Collection (All Materials)",25
BROOKLYN,4,Noise,45
BROOKLYN,4,"Noise - Commercial",16
BROOKLYN,4,"Noise - House of Worship",1
BROOKLYN,4,"Noise - Park",2
BROOKLYN,4,"Noise - Street/Sidewalk",23
BROOKLYN,4,"Noise - Vehicle",12
BROOKLYN,4,"Non-Residential Heat",3
BROOKLYN,4,"OUTSIDE BUILDING",1
BROOKLYN,4,"Other Enforcement",9
BROOKLYN,4,"Overgrown Tree/Branches",17
BROOKLYN,4,"PAINT/PLASTER",45
BROOKLYN,4,PLUMBING,48
BROOKLYN,4,Plumbing,2
BROOKLYN,4,"Public Payphone Complaint",1
BROOKLYN,4,Rodent,21
BROOKLYN,4,"Root/Sewer/Sidewalk Condition",5
BROOKLYN,4,SAFETY,7
BROOKLYN,4,SCRIE,8
BROOKLYN,4,SDEP,1
BROOKLYN,4,"Sanitation Condition",49
BROOKLYN,4,"School Maintenance",1
BROOKLYN,4,"Senior Center Complaint",1
BROOKLYN,4,Sewer,13
BROOKLYN,4,"Sidewalk Condition",4
BROOKLYN,4,Smoking,1
BROOKLYN,4,"Special Natural Area District (SNAD)",1
BROOKLYN,4,"Special Projects Inspection Team (SPIT)",1
BROOKLYN,4,"Street Condition",33
BROOKLYN,4,"Street Light Condition",110
BROOKLYN,4,"Street Sign - Damaged",3
BROOKLYN,4,"Street Sign - Dangling",1
BROOKLYN,4,"Street Sign - Missing",1
BROOKLYN,4,"Sweeping/Inadequate",1
BROOKLYN,4,"Sweeping/Missed",2
BROOKLYN,4,"Taxi Complaint",4
BROOKLYN,4,Traffic,3
BROOKLYN,4,"Traffic Signal Condition",16
BROOKLYN,4,"UNSANITARY CONDITION",87
BROOKLYN,4,"Unsanitary Animal Facility",1
BROOKLYN,4,"Unsanitary Animal Pvt Property",1
BROOKLYN,4,"Unsanitary Pigeon Condition",1
BROOKLYN,4,Vending,1
BROOKLYN,4,"WATER LEAK",31
BROOKLYN,4,WLWP,1
BROOKLYN,4,WNW,1
BROOKLYN,4,"Water System",31
BROOKLYN,5,APPLIANCE,12
BROOKLYN,5,"Air Quality",3
BROOKLYN,5,"Animal Abuse",6
BROOKLYN,5,Asbestos,2
BROOKLYN,5,"BEST/Site Safety",1
BROOKLYN,5,"Bike/Roller/Skate Chronic",1
BROOKLYN,5,"Blocked Driveway",106
BROOKLYN,5,"Broken Muni Meter",25
BROOKLYN,5,"Broken Parking Meter",1
BROOKLYN,5,"Building/Use",29
BROOKLYN,5,"City Vehicle Placard Complaint",1
BROOKLYN,5,"Consumer Complaint",15
BROOKLYN,5,"Curb Condition",1
BROOKLYN,5,"DOF Property - Reduction Issue",3
BROOKLYN,5,"DOOR/WINDOW",56
BROOKLYN,5,"Damaged Tree",14
BROOKLYN,5,"Dead Tree",10
BROOKLYN,5,"Derelict Vehicle",8
BROOKLYN,5,"Derelict Vehicles",11
BROOKLYN,5,"Dirty Conditions",51
BROOKLYN,5,Drinking,3
BROOKLYN,5,ELECTRIC,30
BROOKLYN,5,Electrical,2
BROOKLYN,5,Elevator,4
BROOKLYN,5,"FLOORING/STAIRS",22
BROOKLYN,5,"Fire Safety Director - F58",2
BROOKLYN,5,"Food Establishment",12
BROOKLYN,5,"Food Poisoning",2
BROOKLYN,5,"For Hire Vehicle Complaint",5
BROOKLYN,5,"For Hire Vehicle Report",1
BROOKLYN,5,GENERAL,18
BROOKLYN,5,"General Construction/Plumbing",27
BROOKLYN,5,Graffiti,27
BROOKLYN,5,"HEAT/HOT WATER",170
BROOKLYN,5,"Hazardous Materials",3
BROOKLYN,5,"Highway Condition",1
BROOKLYN,5,"Highway Sign - Dangling",1
BROOKLYN,5,"Homeless Encampment",2
BROOKLYN,5,"Homeless Person Assistance",2
BROOKLYN,5,"Illegal Parking",76
BROOKLYN,5,"Illegal Tree Damage",2
BROOKLYN,5,"Indoor Air Quality",5
BROOKLYN,5,"Indoor Sewage",4
BROOKLYN,5,"Industrial Waste",1
BROOKLYN,5,Lead,5
BROOKLYN,5,"Litter Basket / Request",3
BROOKLYN,5,"Maintenance or Facility",12
BROOKLYN,5,"Missed Collection (All Materials)",3
BROOKLYN,5,Noise,46
BROOKLYN,5,"Noise - Commercial",17
BROOKLYN,5,"Noise - Street/Sidewalk",12
BROOKLYN,5,"Noise - Vehicle",9
BROOKLYN,5,"Other Enforcement",8
BROOKLYN,5,"Overflowing Litter Baskets",2
BROOKLYN,5,"Overgrown Tree/Branches",11
BROOKLYN,5,"PAINT/PLASTER",74
BROOKLYN,5,PLUMBING,59
BROOKLYN,5,Panhandling,1
BROOKLYN,5,Plumbing,4
BROOKLYN,5,"Recycling Enforcement",3
BROOKLYN,5,Rodent,24
BROOKLYN,5,"Root/Sewer/Sidewalk Condition",6
BROOKLYN,5,SAFETY,8
BROOKLYN,5,SCRIE,7
BROOKLYN,5,SDEP,1
BROOKLYN,5,"Sanitation Condition",42
BROOKLYN,5,"School Maintenance",2
BROOKLYN,5,"Senior Center Complaint",2
BROOKLYN,5,Sewer,22
BROOKLYN,5,"Sidewalk Condition",5
BROOKLYN,5,Smoking,1
BROOKLYN,5,"Special Projects Inspection Team (SPIT)",3
BROOKLYN,5,"Street Condition",82
BROOKLYN,5,"Street Light Condition",115
BROOKLYN,5,"Street Sign - Damaged",5
BROOKLYN,5,"Street Sign - Missing",9
BROOKLYN,5,"Sweeping/Inadequate",2
BROOKLYN,5,"Sweeping/Missed",5
BROOKLYN,5,"Taxi Complaint",5
BROOKLYN,5,"Taxi Report",1
BROOKLYN,5,Traffic,2
BROOKLYN,5,"Traffic Signal Condition",44
BROOKLYN,5,"UNSANITARY CONDITION",89
BROOKLYN,5,"Unsanitary Animal Pvt Property",3
BROOKLYN,5,"Unsanitary Pigeon Condition",1
BROOKLYN,5,"Urinating in Public",2
BROOKLYN,5,"Vacant Lot",2
BROOKLYN,5,"Violation of Park Rules",1
BROOKLYN,5,"WATER LEAK",26
BROOKLYN,5,WLWP,1
BROOKLYN,5,WNW,1
BROOKLYN,5,"Water Conservation",3
BROOKLYN,5,"Water System",33
BROOKLYN,6,APPLIANCE,14
BROOKLYN,6,"Air Quality",5
BROOKLYN,6,"Animal Abuse",6
BROOKLYN,6,Asbestos,2
BROOKLYN,6,"BEST/Site Safety",2
BROOKLYN,6,"Blocked Driveway",103
BROOKLYN,6,Boilers,1
BROOKLYN,6,"Bridge Condition",2
BROOKLYN,6,"Broken Muni Meter",15
BROOKLYN,6,"Broken Parking Meter",1
BROOKLYN,6,"Building/Use",23
BROOKLYN,6,"Consumer Complaint",18
BROOKLYN,6,"Curb Condition",3
BROOKLYN,6,"DOF Property - Reduction Issue",3
BROOKLYN,6,"DOOR/WINDOW",47
BROOKLYN,6,"Damaged Tree",17
BROOKLYN,6,"Dead Tree",8
BROOKLYN,6,"Derelict Bicycle",1
BROOKLYN,6,"Derelict Vehicle",8
BROOKLYN,6,"Derelict Vehicles",18
BROOKLYN,6,"Dirty Conditions",38
BROOKLYN,6,ELECTRIC,23
BROOKLYN,6,ELEVATOR,1
BROOKLYN,6,Electrical,2
BROOKLYN,6,Elevator,13
BROOKLYN,6,"FLOORING/STAIRS",28
BROOKLYN,6,"Fire Safety Director - F58",1
BROOKLYN,6,"Food Establishment",6
BROOKLYN,6,"Food Poisoning",5
BROOKLYN,6,"For Hire Vehicle Complaint",3
BROOKLYN,6,"For Hire Vehicle Report",1
BROOKLYN,6,GENERAL,25
BROOKLYN,6,"General Construction/Plumbing",20
BROOKLYN,6,Graffiti,57
BROOKLYN,6,"HEAT/HOT WATER",284
BROOKLYN,6,"Hazardous Materials",1
BROOKLYN,6,"Highway Condition",5
BROOKLYN,6,"Highway Sign - Damaged",1
